1224889930,Ya sudah. Kalian sudah potong uang  Saya Rp 2.900 x 3 = Rp . Saya rugi Rp 8.700;00. Cukup saya belanja di toko kalian. Lain kali saya beli di indomaret saja!,1
1224889930,Sudah bbrp x entah kenapa pasti dpt kurir AA kalo gratis ongkir;selain  lama; kondisi saat tiba kardus penyok parah. 6 kaleng susu nya pada penyok meski dibubble wrap.seller over menghitung berat produk krn packing kebesaran.,1
1224889930,kondisi barang,1
1224889930,Packing kardus ketika diterima sdh terbuka; brg d dlm nya aman krn d bubble wrap dgn baik. pesan tgl 24; d kirim tgl 25 oleh Nestle; oleh Ekspedisi ANTERAJA barang di taruh di HUB TANGERANG SELATAN TIDAK DI ANTAR BERHARI2; DIKOMPLAIN JUGA TIDAK JELAS. Baru sampai tgl 30! padahal sesama tangerang. jelek bgt ekspedisinya!!,1
1224889930,dari 6 kaleng. hanya 1 kaleng yg ga penyok. Padahal udah di buble wrap. Barang retur dijual lagi,1
1224889930,kaleng pada penyok (di buble wrap jadi 1). kelihatan nya fast response.. langsung chat dibalas.. setelah itu disuruh tunggu keputusan.. sampai barang terlepas otomatis.. juga belum dikasih keputusan.. parah puol cs nya..,1
1224889930,Pesanan saya satu nya Lagi bearbrand gold Belum nyampe bad service,1
1224889930,LAYANAN BURUK. PEMBELU DIBOHONGI WAKTU PROSES PESANAN,1
1224889930,KECEWA SEMUA KALENGNYA PENYOK;  klo udah ada yg penyok kalengnya kan gak bisa diminum krn bahaya kalengnya. sayangnya packingan baru dibuka kmarin; jd gak bisa complain,1
1224889930,karton penyok; isi penyok ,1
1224889930,Ya sudah. Kalian sudah potong uang  Saya Rp 2.900 x 3 = Rp . Saya rugi Rp 8.700;00. Cukup saya belanja di toko kalian. Lain kali saya beli di indomaret saja!,1
1224889930,Sudah bbrp x entah kenapa pasti dpt kurir AA kalo gratis ongkir;selain  lama; kondisi saat tiba kardus penyok parah. 6 kaleng susu nya pada penyok meski dibubble wrap.seller over menghitung berat produk krn packing kebesaran.,1
1224889930,kondisi barang,1
1224889930,Packing kardus ketika diterima sdh terbuka; brg d dlm nya aman krn d bubble wrap dgn baik. pesan tgl 24; d kirim tgl 25 oleh Nestle; oleh Ekspedisi ANTERAJA barang di taruh di HUB TANGERANG SELATAN TIDAK DI ANTAR BERHARI2; DIKOMPLAIN JUGA TIDAK JELAS. Baru sampai tgl 30! padahal sesama tangerang. jelek bgt ekspedisinya!!,1
1224889930,dari 6 kaleng. hanya 1 kaleng yg ga penyok. Padahal udah di buble wrap. Barang retur dijual lagi,1
1224889930,kaleng pada penyok (di buble wrap jadi 1). kelihatan nya fast response.. langsung chat dibalas.. setelah itu disuruh tunggu keputusan.. sampai barang terlepas otomatis.. juga belum dikasih keputusan.. parah puol cs nya..,1
1224889930,Pesanan saya satu nya Lagi bearbrand gold Belum nyampe bad service,1
1224889930,LAYANAN BURUK. PEMBELU DIBOHONGI WAKTU PROSES PESANAN,1
1224889930,KECEWA SEMUA KALENGNYA PENYOK;  klo udah ada yg penyok kalengnya kan gak bisa diminum krn bahaya kalengnya. sayangnya packingan baru dibuka kmarin; jd gak bisa complain,1
1224889930,karton penyok; isi penyok ,1
1224889930,ini adalah order ke-6 saya. 2 order terakhir bahkan dgn alamat pengiriman sesama jabodetabek dan dgn 2 kurir berbeda: anteraja dan sicepat. setelah order kelima; saya sempat hard complain kepada cs/admin nestle terkait banyaknya jumlah kaleng yg penyok sejak pertama kali order di OS ini. ternyata di order terakhir malah 5 dari 6 kaleng penyok parah semua (saya beri bukti foto secukupnya saja ya &amp; ss video unboxing yg tidak ingin saya lampirkan ke pusat resolusi; tapi lgsg untuk internal nestle). saya tidak ingin mengajukan komplain lewat pusat resolusi; mengingat pengalaman jumlah bukti dan harus upload ke youtube supaya video unboxing kualitasnya bagus; belum harus bikin video pemusnahan untuk klaim asuransinya sementara saat ini sudah mepet menjelang lebaran. sepertinya ada oknum (ini dugaan; bukan tuduhan atau fitnah) atau kebijakan yg memang sengaja memberikan barang sortiran/reject. karena dari keenam order tsb hanya 2x kondisi kardus sedikit penyok; sementara bubble wrap yg diberi oleh nestle justru sangat tebal; tidak banyak yg meletup dan nyaris mustahil sampai membuat kaleng2 ini penyok parah jika memang dr gudang dikirim dlm kondisi mulus. satu2nya yg bisa saya apresiasi hanya ED nya yg masih 2022. selebihnya saya kapok untuk order disini lg.,1
1224889930,gak enak,1
1224889930,Ini sih ga diskon namanya; harga 1 pcs emang 9rb x 6 = 54rb; ya sama aja; pembohongan publik. udah minta pembatalan mau ganti alamat tetep dikirim juga. bad.,1
1224889930,Admin payah...jgn lgsng beli produknya...kadang harga berubah2 gak jelas dan kadang free tas kadang gak...suka2 mrk aja...kecewa bkn sm produknya tp sm promosi dan pengiriman lelet jg admin yg tdk membantu sama sekali...bs diblg bintang 1 utk pelayanannya,1
1224889930,dah request cancel eh masih dikirimin juga...  jadi double double deh. nggak bisa komunikasi kayaknya.. 🥵,1
